statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
TikTok posts,"November 30, 2023",“Mysterious pneumonia” from China is now in Ohio.,false,TikTok video,Children; Health Care; Public Health,Jeff Cercone,"December 8, 2023",https://www.politifact.com/factchecks/2023/dec/08/tiktok-posts/no-mystery-about-or-link-between-pediatric-pneumon/
Instagram posts,"November 25, 2023","""You’re in danger” because the American Red Cross doesn’t label blood donations from donors vaccinated against COVID-19.",false,Instagram post,Health Care; Public Health; Facebook Fact-checks; Coronavirus,Jeff Cercone,"November 28, 2023",https://www.politifact.com/factchecks/2023/nov/28/instagram-posts/no-covid-19-vaccinated-blood-poses-no-risk-health/
Instagram posts,"November 10, 2023",Rise in U.S. infant mortality rate connected to COVID-19 vaccines.,false,Instagram post,Health Care; Public Health; Facebook Fact-checks; Coronavirus,Jeff Cercone,"November 15, 2023",https://www.politifact.com/factchecks/2023/nov/15/instagram-posts/infant-mortality-rates-up-for-first-time-in-20-yea/
Robin Vos,"October 12, 2023",“Kids who don’t even know what day it is or their colors can decide to permanently change themselves” through medical gender transition.,false,Assembly floor speech,Children; Health Care; LGBTQ; Wisconsin,Tyler Katzenberger,"November 15, 2023",https://www.politifact.com/factchecks/2023/nov/15/robin-vos/wis-lawmakers-claim-claim-that-young-children-can/
Protect Women Ohio,"October 30, 2023",Ohio’s Issue 1 “allows for abortion after viability for…financial reasons.”,false,video,Abortion; Ohio; Health Care; Legal Issues; Facebook Fact-checks,Grace Abels,"November 3, 2023",https://www.politifact.com/factchecks/2023/nov/03/protect-women-ohio/no-evidence-that-ohios-issue-1-would-allow-for-lat/
Vivek Ramaswamy,"October 13, 2023","""95% of over-the-counter pharmaceuticals"" in the U.S. come from China.",false,speech at the First,New Hampshire; China; Health Care; Public Health; Trade,Louis Jacobson,"October 26, 2023",https://www.politifact.com/factchecks/2023/oct/26/vivek-ramaswamy/vivek-ramaswamy-offers-dubious-figure-for-chin/
Opportunity Wisconsin,"September 14, 2023","""The repeal of Roe v. Wade has exacerbated the state’s OB-GYN shortage as residency programs report a decline in enrollment due to the inability of residents to receive training in-state.""",half-true,News release,Abortion; Health Care; Women; Wisconsin,Madeline Heim,"October 25, 2023",https://www.politifact.com/factchecks/2023/oct/25/opportunity-wisconsin/wisconsins-abortion-restrictions-may-have-role-in/
Gwen Moore,"August 23, 2023","Thanks to negotiating drug prices ""our seniors, instead of paying $500 a month for drugs, are paying no more than 35 cents.""",false,Public appearance,Health Care; Medicare; Social Security; Wisconsin,Ricardo Torres,"October 9, 2023",https://www.politifact.com/factchecks/2023/oct/09/gwen-moore/moores-claim-seniors-are-paying-no-more-than-35-ce/
Nikki Haley,"September 22, 2023","Joe Biden ""put 20 million people on Medicaid who aren’t even eligible, then stopped states from taking them off.""",false,speech,National; Families; Health Care; Medicaid,Samantha Putterman,"October 6, 2023",https://www.politifact.com/factchecks/2023/oct/06/nikki-haley/nikki-haleys-claim-that-joe-biden-added-20-million/
Instagram posts,"October 2, 2023","Flu shot ingredients include aborted human cell cultures, monkey kidney cells and antifreeze.",false,Instagram post,Health Care; Public Health; Facebook Fact-checks,Jeff Cercone,"October 6, 2023",https://www.politifact.com/factchecks/2023/oct/06/instagram-posts/social-media-post-misleads-about-flu-vaccine-ingre/
Donald Trump,"July 24, 2023","“Under ‘Crooked Joe’ Biden, there has been a catastrophic increase in shortages of essential medicines.”",false,campaign video,Health Care; Health Check,Michelle Andrews,"October 2, 2023",https://www.politifact.com/factchecks/2023/oct/02/donald-trump/trump-misplaced-blame-when-he-said-drug-shortages/
Instagram posts,"August 23, 2023","“Norway, Finland, Sweden, Holland, and the UK have now banned gender transition surgery for minors.”",mostly-false,social media post,Health Care; Foreign Policy; LGBTQ,Grace Abels,"September 6, 2023",https://www.politifact.com/factchecks/2023/sep/06/instagram-posts/gender-affirming-surgery-is-not-banned-for-minors/
Joe Biden,"August 29, 2023","“According to the Congressional Budget Office,” the Inflation Reduction Act “will save the federal government $160 billion over the next 10 years because Medicare will be paying less for the prescription drugs they’re making available to seniors.”",mostly-true,speech at the White House,Deficit; Federal Budget; Health Care; Medicare,Louis Jacobson,"August 31, 2023",https://www.politifact.com/factchecks/2023/aug/31/joe-biden/is-joe-biden-right-that-new-medicare-drug-law-will/
Citizens Against Government Waste,"August 7, 2023",A bill sponsored by U.S. Sen. Bernie Sanders would “increase government control” of pharmacy benefit managers and is a “radical health care takeover.”,mostly-false,political ad,Health Care; North Carolina,Paul Specht,"August 11, 2023",https://www.politifact.com/factchecks/2023/aug/11/citizens-against-government-waste/tv-ad-targeting-us-sen-ted-budd-misleads-north-car/
Facebook posts,"July 26, 2023","Doctors in the Netherlands “ordered” to euthanize “citizens with autism and other minor disabilities, even if the patient does not currently express any desire to die.""",false,Facebook post,Health Care; Facebook Fact-checks,Jeff Cercone,"July 28, 2023",https://www.politifact.com/factchecks/2023/jul/28/facebook-posts/facebook-video-distorts-netherlands-euthanasia-law/
Bernie Sanders,"July 19, 2023",“Tens of millions of Americans live in communities where they cannot find a doctor while others have to wait months to be seen.”,mostly-true,press release.,Health Care; Public Health; Health Check,Michelle Andrews,"July 28, 2023",https://www.politifact.com/factchecks/2023/jul/28/bernie-sanders/sen-bernie-sanders-says-millions-of-people-cant-fi/
David Wolfe,"July 11, 2023",“Stop getting mammograms immediately as they are outdated and dangerous!” Thermography “is a safer way to test for breast cancer!”,false,Facebook post,Health Care; Women; Health Check; Facebook Fact-checks,Madison Czopek,"July 17, 2023",https://www.politifact.com/factchecks/2023/jul/17/david-wolfe/experts-medical-groups-still-recommend-mammograms/
Instagram posts,"June 6, 2023",“Pfizer funneled $12 million to CNN anchor Anderson Cooper as part of a deal to promote mRNA COVID jabs to the American public.”,false,screenshot on Instagram,Health Care; Facebook Fact-checks; Coronavirus,Andy Nguyen,"June 16, 2023",https://www.politifact.com/factchecks/2023/jun/16/instagram-posts/no-pfizer-is-not-paying-anderson-cooper-12-million/
Ron Johnson,"April 24, 2023",The COVID vaccine “has been proven to have negative efficacy.”,false,Public appearance,Health Care; Public Health; Coronavirus; Wisconsin,Madeline Heim,"June 7, 2023",https://www.politifact.com/factchecks/2023/jun/07/ron-johnson/no-the-covid-vaccine-has-not-been-proven-to-have-n/
Al Franken,"May 17, 2023","""Americans will get $1.1 B in rebates from health insurance companies this year cuz of a provision I wrote in the ACA.”",mostly-true,tweet,Health Care; Health Check,Julie Appleby,"June 5, 2023",https://www.politifact.com/factchecks/2023/jun/05/al-franken/a-windfall-in-health-insurance-rebates-its-not-as/
Kelda Helen Roys,"April 26, 2023","Infertility is treated differently than other issues and ""often excluded from insurance coverage""",true,Twitter,National; Children; Families; Health Care; Wisconsin,D.L. Davis,"May 26, 2023",https://www.politifact.com/factchecks/2023/may/26/kelda-helen-roys/its-true-infertility-treatment-is-often-excluded-f/
Bernie Sanders,"April 30, 2023","""We pay by far the highest prices in the world for prescription drugs, in some cases 10 times more than the people of any other country.""",half-true,interview on CNN’s “State of the Union”,Drugs; Health Care; Public Health; Health Check,Michelle Andrews,"May 18, 2023",https://www.politifact.com/factchecks/2023/may/18/bernie-sanders/are-us-prescription-drug-prices-10-times-higher-th/
Mike Bost,"April 26, 2023","Addressing the impact of the House GOP debt-ceiling bill on veterans’ programs, ""I'm dead serious that we're not cutting veterans, and I mean it.""",mostly-false,House floor speech,Health Care; Veterans,Michael McAulliff,"May 9, 2023",https://www.politifact.com/factchecks/2023/may/09/mike-bost/republicans-vow-not-to-cut-veterans-benefits-but-t/
Mike Pence,"April 14, 2023","""In the 1960s, liberals emptied our psych wards.""",half-true,speech to the National Rifle Association,Health Care; Public Health; Guns,Louis Jacobson,"April 20, 2023",https://www.politifact.com/factchecks/2023/apr/20/mike-pence/mike-pence-said-liberals-emptied-mental-hospitals/
X posts,"April 18, 2023",Missouri’s attorney general has a website “where people can report trans individuals and the people who help them.”,mostly-true,Tweet,Corrections and Updates; Health Care; Legal Issues; LGBTQ; Missouri; Facebook Fact-checks,Grace Abels,"April 20, 2023",https://www.politifact.com/factchecks/2023/apr/20/tweets/yes-missouri-attorney-general-has-a-website-for-re/
National Republican Senatorial Committee,"February 21, 2023",“Tammy Baldwin wants to take away” Medicare and Social Security.,false,YouTube ad,Health Care; Medicare; Social Security; Workers; Wisconsin,Laura Schulte,"March 7, 2023",https://www.politifact.com/factchecks/2023/mar/07/national-republican-senatorial-committee/no-tammy-baldwin-isnt-trying-to-take-away-social-s/
Tom Cotton,"February 6, 2023","""It's President Biden who is proposing to cut Medicare Advantage.""",false,tweet,Health Care; Medicare; Health Check,Madison Czopek,"February 15, 2023",https://www.politifact.com/factchecks/2023/feb/15/tom-cotton/proposed-medicare-advantage-changes-cannot-accurat/
Robin Vos,"January 19, 2023","In Wisconsin, even multimillionaires can be on BadgerCare ""because we don't even ask people what their income level is to qualify for free health care.""",mostly-true,Speech,Health Care; Public Health; Wealth; Wisconsin,Madeline Heim,"February 9, 2023",https://www.politifact.com/factchecks/2023/feb/09/robin-vos/vos-mostly-right-claim-about-multimillionaires-bad/
Facebook posts,"January 9, 2023",President Joe Biden signed an executive order “making health insurance free for qualifying Americans.”,false,Facebook post,Health Care; Facebook Fact-checks,Ciara O'Rourke,"January 27, 2023",https://www.politifact.com/factchecks/2023/jan/27/facebook-posts/empty-promise-on-facebook-dangles-free-health-care/
Facebook posts,"January 18, 2023",“The average American has anywhere from 5 to 15 pounds” of stool stuck in their gut.,false,Facebook post,Health Care; Health Check; Facebook Fact-checks,Madison Czopek,"January 27, 2023",https://www.politifact.com/factchecks/2023/jan/27/facebook-posts/feeling-weighed-down-its-not-because-there-are-5-1/
Instagram posts,"January 9, 2023",“The World Health Organization has been working since 1974 on vaccines to create permanent sterility.”,false,video shared on Instagram,Health Care; Science; Facebook Fact-checks,Madison Czopek,"January 27, 2023",https://www.politifact.com/factchecks/2023/jan/27/instagram-posts/who-researched-vaccines-contraception-not-steriliz/
Instagram posts,"January 1, 2023",“All ‘gender affirming care’ for children is 100% experimental. There are zero long term studies on the effects the drugs and surgeries will have on them.”,mostly-false,image shared on Instagram,Health Care; LGBTQ; Facebook Fact-checks,Madison Czopek,"January 17, 2023",https://www.politifact.com/factchecks/2023/jan/17/instagram-posts/is-all-gender-affirming-care-for-children-experime/
Scott Walker,"January 1, 2023",“Every pro-life Governor up for election in November won – by a large margin.”,mostly-true,Twitter,Abortion; Elections; Health Care; States; Wisconsin,Madeline Heim,"January 13, 2023",https://www.politifact.com/factchecks/2023/jan/13/scott-walker/yes-governors-who-oppose-abortion-did-well-in-midt/
Instagram posts,"December 4, 2022",A “well-crafted garlic salve” can “heal any ailment of the lungs and respiratory system.”,false,video,Health Care; Facebook Fact-checks,Andy Nguyen,"December 16, 2022",https://www.politifact.com/factchecks/2022/dec/16/instagram-posts/no-garlic-salve-cannot-be-used-treat-rsv-croup-or/
Instagram posts,"December 10, 2022",The COVID-19 vaccines were linked to the deaths of 80 Canadian doctors.,false,video on Instagram,Health Care; Science; Coronavirus,Madison Czopek,"December 16, 2022",https://www.politifact.com/factchecks/2022/dec/16/instagram-posts/claims-80-canadian-doctors-died-because-covid-19-v/
Bernie Sanders,"December 11, 2022",“We have 85 million Americans who have no health insurance.”,half-true,interview on CNN,Health Care,Amy Sherman,"December 13, 2022",https://www.politifact.com/factchecks/2022/dec/13/bernie-sanders/bernie-sanders-said-85-million-americans-have-no-h/
Instagram posts,"December 4, 2022","“Since the COVID jabs were rolled out, at least 1.1 million Americans have 'died suddenly.'”",false,post,Health Care; Facebook Fact-checks; Coronavirus,Andy Nguyen,"December 9, 2022",https://www.politifact.com/factchecks/2022/dec/09/instagram-posts/no-11-million-americans-did-not-die-suddenly-becau/
