statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Facebook posts,"August 29, 2022","The IRS is hiring 87,000 new agents to police people who will owe more federal tax after having their student loans forgiven.",false,Facebook page,Education; Facebook Fact-checks,Luiz Romero,"August 31, 2022",https://www.politifact.com/factchecks/2022/aug/31/facebook-posts/irs-not-expanding-its-workforce-because-bidens-stu/
American Action Network,"August 26, 2022","Joe Biden's student debt forgiveness plan is a ""bailout for rich kids.""",mostly-false,ad,Education; Federal Budget; Wealth; Ad Watch,Tom Kertscher,"August 31, 2022",https://www.politifact.com/factchecks/2022/aug/31/american-action-network/most-relief-bidens-student-loan-forgiveness-plan-f/
Charlie Kirk,"August 24, 2022",“Harvard is sitting on top of a $54 billion hedge fund they call an ‘endowment’ that they pay zero taxes on. Yale has $31 Billion. Stanford $29 Billion. Princeton $26 Billion.”,half-true,Tweet,Education; Taxes,Madison Czopek,"August 31, 2022",https://www.politifact.com/factchecks/2022/aug/31/charlie-kirk/some-university-endowments-are-taxed-there-are-lim/
Facebook posts,"August 22, 2022","Sarasota, Florida, teachers told they cannot purchase books, accept donated reading materials, order from Scholastic or hold book fairs.",half-true,Facebook post,Education; Florida; Facebook Fact-checks,Yacob Reyes,"August 29, 2022",https://www.politifact.com/factchecks/2022/aug/29/facebook-posts/florida-school-district-halted-library-purchases-d/
Miguel Cardona,"August 21, 2022","""Adjusted for inflation, over the last 25 years teachers have made a $29 increase in their salary.""",half-true,"interview on NBC's ""Meet the Press""",Education; Workers,Louis Jacobson,"August 24, 2022",https://www.politifact.com/factchecks/2022/aug/24/miguel-cardona/data-shows-minimal-gains-teacher-pay-over-25-years/
Kari Lake,"July 7, 2022","""Karrin Taylor Robson gave illegals tuition discounts and made us pay for it.""",half-true,ad,Education; Elections; Arizona,Maria Ramirez Uribe,"August 1, 2022",https://www.politifact.com/factchecks/2022/aug/01/kari-lake/ad-about-reduced-tuition-arizonas-immigrant-studen/
Greg Abbott,"May 15, 2022",Texas' public high school graduation rate is at 90% overall.,true,tweet,Education; Texas,Nusaiba Mizan,"July 14, 2022",https://www.politifact.com/factchecks/2022/jul/14/greg-abbott/abbott-right-graduation-rate-90/
Ron DeSantis,"June 30, 2022",The Civics Secures Democracy Act “would allow the Biden administration to buy off states with $6 billion” if they adopt critical race theory.,false,press release,National; Congress; Education; Florida,Yacob Reyes,"July 8, 2022",https://www.politifact.com/factchecks/2022/jul/08/ron-desantis/ron-desantis-falsely-claims-biden-trying-buy-state/
Stephen King,"July 6, 2022","Florida Gov. Ron DeSantis “signs bill requiring Florida students, professors to register political views with (the) state.”",false,tweet,Corrections and Updates; Education; Privacy Issues; Florida,Grace Abels,"July 7, 2022",https://www.politifact.com/factchecks/2022/jul/07/stephen-king/florida-not-requiring-professors-students-register/
Monica Crowley,"June 12, 2022","Soviet and Chinese communists have “grabbed control” of U.S. entertainment, movies, television, music, academia, K-12 education and the news media.",pants-fire,interview with Fox News,Education; History; Foreign Policy; PunditFact,Louis Jacobson,"June 17, 2022",https://www.politifact.com/factchecks/2022/jun/17/monica-crowley/pants-fire-claim-communists-have-controlled-us-ins/
Glenn Grothman,"May 21, 2022","""Nearly 60% of all student loan debt is held by the rich and upper-middle class,"" so forgiveness would give the wealthy a ""financial windfall"" but not really help low-income people.",half-true,Newsletter,Debt; Economy; Education; Wealth; Wisconsin,Laura Schulte,"June 10, 2022",https://www.politifact.com/factchecks/2022/jun/10/glenn-grothman/grothman-mostly-right-who-would-benefit-student-lo/
Bobby  Scott,"May 18, 2022",“Public schools are now as segregated by race and class as they were in the 1960s.”,mostly-true,committee hearing.,Civil Rights; Education; Virginia,Warren Fiske,"June 8, 2022",https://www.politifact.com/factchecks/2022/jun/08/bobby-scott/are-american-schools-more-segregated-today-1960s/
Facebook posts,"May 31, 2022",Illinois high school to implement race-based grading system in 2022-2023 school year,false,Facebook post,Education; Facebook Fact-checks; Illinois,Jill Terreri Ramos,"June 3, 2022",https://www.politifact.com/factchecks/2022/jun/03/facebook-posts/no-illinois-high-school-not-grading-students-based/
Facebook posts,"May 26, 2022","With the $53 billion spent in Ukraine aid, the U.S. “could pay five SWAT members $80,000 each and have them at EVERY school front door.”",half-true,photo on Facebook,Education; Facebook Fact-checks; Guns,Sara Swann,"June 3, 2022",https://www.politifact.com/factchecks/2022/jun/03/facebook-posts/research-says-armed-officials-dont-prevent-mass-sc/
X posts,"May 29, 2022",TV interviews with two different men who are each identified as Uvalde victim's father show the Robb Elementary School mass shooting was staged.,false,tweet,Education; Public Safety; Facebook Fact-checks; Guns,Jeff Cercone,"May 31, 2022",https://www.politifact.com/factchecks/2022/may/31/tweets/tv-interviews-were-uvalde-mass-shooting-victims-fa/
Ted Cruz,"May 24, 2022",“We know from past experiences that the most effective tool for keeping kids safe is armed law enforcement on the campus.”,false,remarks to the media,Corrections and Updates; Education; Public Safety; Guns; Texas,Madison Czopek,"May 26, 2022",https://www.politifact.com/factchecks/2022/may/26/ted-cruz/research-armed-campus-police-do-not-prevent-school/
Chris Murphy,"May 24, 2022","“Most of these killers tend to be 18, 19 years old.”",mostly-true,interview with CNN,Children; Education; Guns,Louis Jacobson,"May 25, 2022",https://www.politifact.com/factchecks/2022/may/25/chris-murphy/fact-checking-chris-murphy-ages-mass-shooters/
Winsome Earle-Sears,"May 12, 2022",Merrick Garland “sicced the police on parents when they were at the school boards simply trying to be heard for the safety of their children.”,false,TV interview.,Education; Virginia,Warren Fiske,"May 23, 2022",https://www.politifact.com/factchecks/2022/may/23/winsome-sears/did-merrick-garland-sic-police-parents-school-boar/
Dennis Prager,"April 26, 2022","When there is “a noose on a college dorm of a Black student” or a racial slur “on a dormitory building, the odds are overwhelming that a Black student actually did that.""",false,radio show segment,Education; Crime; Race and Ethnicity; Pundits; Facebook Fact-checks; PunditFact,Bill McCarthy,"May 6, 2022",https://www.politifact.com/factchecks/2022/may/06/dennis-prager/dennis-prager-baselessly-claims-black-students-com/
Ron DeSantis,"April 29, 2022","“The student debt that is out there, almost 60% of it is graduate school debt.”",mostly-false,press conference,National; Debt; Education; Florida,Yacob Reyes,"May 5, 2022",https://www.politifact.com/factchecks/2022/may/05/ron-desantis/ron-desantis-exaggerates-outstanding-graduate-stud/
Republican National Committee,"April 27, 2022",“Biden to teachers: ‘They're not somebody else's children. They're yours when you're in the classroom.’”,false,tweet,National; Children; Education,Samantha Putterman,"April 28, 2022",https://www.politifact.com/factchecks/2022/apr/28/republican-national-committee-republican/rnc-tweets-distortion-what-biden-said-teachers-abo/
School Freedom Fund,"April 2, 2022","Former Gov. Pat McCrory appointed liberals to the North Carolina Textbook Commission, which “mandated textbooks” pushing critical race theory.",mostly-false,television ad,Education; North Carolina,Paul Specht,"April 26, 2022",https://www.politifact.com/factchecks/2022/apr/26/school-freedom-fund/ad-misleads-north-carolina-about-mccrorys-textbook/
Joe Biden,"April 14, 2022","""For four years, I was a full professor at the University of Pennsylvania.""",half-true,speech at North Carolina A&T State University,Candidate Biography; Education; Pennsylvania,Louis Jacobson,"April 22, 2022",https://www.politifact.com/factchecks/2022/apr/22/joe-biden/fact-checking-joe-biden-being-full-professor-four-/
Democratic Party of Virginia,"April 4, 2022",“The proposed (Virginia) House budget cuts hundreds of millions in funding for public education…”,false,news release.,Education; State Budget; Virginia,Warren Fiske,"April 12, 2022",https://www.politifact.com/factchecks/2022/apr/12/democratic-party-virginia/no-virginias-house-did-not-vote-cut-school-funding/
Instagram posts,"March 19, 2022",Disney CEO Bob Chapek was arrested for human trafficking.,pants-fire,Instagram post,National; Education; Florida; Facebook Fact-checks,Gabrielle Settles,"April 8, 2022",https://www.politifact.com/factchecks/2022/apr/08/instagram-posts/disney-ceo-bob-chapek-was-not-arrested-human-traff/
Jennifer Konfrst,"March 21, 2022",Only 2% of K-12 students would benefit from Iowa’s school voucher bill.,true,press release,Education; State Budget; Iowa,Lauren White,"April 7, 2022",https://www.politifact.com/factchecks/2022/apr/07/jennifer-konfrst/iowas-student-first-voucher-bill-would-benefit-2-p/
Jamaal Bowman,"January 26, 2022",“More white legacy students get admitted to top universities than Black & Latinx students admitted through affirmative action.”,half-true,tweet,Education; Race and Ethnicity; New York,Elizabeth Egan,"March 7, 2022",https://www.politifact.com/factchecks/2022/mar/07/jamaal-bowman/fact-checking-rep-jamaal-bowman-legacy-admissions-/
Iowa House Democrats,"February 10, 2022","""According to Republican Rep. Jeff Shipley, teachers should not receive a pay raise if they teach American history that Republicans don’t agree with.""",mostly-true,tweet,Education; History; Iowa,Meg Doster,"March 2, 2022",https://www.politifact.com/factchecks/2022/mar/02/iowa-house-democrats/jeff-shipley-says-teachers-should-not-get-raises-i/
Melanie D'Arrigo,"February 6, 2022","“Teachers can only deduct up to $250 for school supplies on their taxes, but billionaires can write off the entire cost of a private jet.”",mostly-true,Tweet,Education; Taxes; New York,Jill Terreri Ramos,"February 18, 2022",https://www.politifact.com/factchecks/2022/feb/18/melanie-darrigo/tax-code-offers-write-offs-some-private-plane-purc/
Jennifer McClellan,"February 15, 2022",“More than half of Virginia’s school buildings are older than 50 years.”,true,op-ed.,Education; Infrastructure; Virginia,Warren Fiske,"February 18, 2022",https://www.politifact.com/factchecks/2022/feb/18/jennifer-mcclellan/yes-most-virginia-schools-are-over-50-years-old/
X posts,"February 6, 2022",Turning Point USA is a white nationalist organization.,false,tweet,Education; Race and Ethnicity; Iowa,Caleb McCullough,"February 16, 2022",https://www.politifact.com/factchecks/2022/feb/16/tweets/charge-turning-point-usa-white-nationalist-group-f/
X posts,"February 1, 2022","""Books banned in Texas include 1984, Maus, and The Handmaid's Tale, but not Mein Kampf.""",false,post,Education; Texas,Nusaiba Mizan,"February 14, 2022",https://www.politifact.com/factchecks/2022/feb/14/tweets/those-titles-arent-banned-statewide-could-be-distr/
Troy Nehls,"February 9, 2022","""In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.""",pants-fire,ad,Children; Drugs; Education; Public Health; Ad Watch; Coronavirus; Texas,Tom Kertscher,"February 10, 2022",https://www.politifact.com/factchecks/2022/feb/10/troy-nehls/claim-kids-more-likely-have-access-crack-pipes-mas/
Facebook posts,"January 30, 2022","“Joe Biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape, alleged rape, and sexual assault.”",false,post,Education; Crime; Facebook Fact-checks,Monique Curet,"February 8, 2022",https://www.politifact.com/factchecks/2022/feb/08/facebook-posts/social-media-post-wrong-about-proposal-change-data/
Brian Tyler Cohen,"February 2, 2022","""Iowa Republicans have introduced a bill that would put government-installed cameras in every single classroom to livestream school activities for parents to spy on teachers and children.""",true,tweet,Corrections and Updates; Education; Technology; Iowa,Rylee Wilson,"February 8, 2022",https://www.politifact.com/factchecks/2022/feb/08/brian-tyler-cohen/yes-iowa-republicans-bill-would-put-cameras-classr/
Glenn Youngkin,"January 17, 2022",“Sixty percent of (Virginia's) children don’t meet national proficiency standards…”,mostly-true,speech.,Education; Virginia,Warren Fiske,"February 2, 2022",https://www.politifact.com/factchecks/2022/feb/02/glenn-youngkin/are-60-virginia-students-testing-below-us-proficie/
