statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Bob Good,"August 10, 2022","“Democrats are voting to add an army of 87,000 IRS agents who will target middle class taxpayers and conduct at least 1 million more audits each year. ”",mostly-false,tweet.,Taxes; Virginia,Warren Fiske,"August 17, 2022",https://www.politifact.com/factchecks/2022/aug/17/bob-good/bob-good-makes-misleading-comments-about-army-irs-/
Matt Gaetz,"August 4, 2022",The government is arming up the IRS because “Joe Biden is raising taxes and disarming Americans.”,false,interview with Tucker Carlson on Fox News,Congress; Federal Budget; Military; Taxes; Florida,Jeff Cercone,"August 12, 2022",https://www.politifact.com/factchecks/2022/aug/12/matt-gaetz/no-biden-not-arming-irs-guns-and-ammunition/
Kevin McCarthy,"August 9, 2022","“Democrats' new army of 87,000 IRS agents will be coming for you — with 710,000 new audits for Americans who earn less than $75k.”",mostly-false,tweet,National; Taxes,Jon Greenberg,"August 11, 2022",https://www.politifact.com/factchecks/2022/aug/11/kevin-mccarthy/kevin-mccarthys-mostly-false-claim-about-army-8700/
TikTok posts,"August 8, 2022","A ""Delta Force” seized a shipment of weapons headed to the IRS.",pants-fire,TikTok video,Corrections and Updates; Military; Taxes; Facebook Fact-checks,Jeff Cercone,"August 11, 2022",https://www.politifact.com/factchecks/2022/aug/11/tiktok-posts/no-weapons-headed-irs-werent-seized-military/
Rebecca Kleefisch,"July 6, 2022",“Tim Michels pushed for years to raise (Wisconsin’s) gas tax.”,mostly-false,TV ad,Economy; Gas Prices; Taxes; Wisconsin,Madeline Heim,"August 5, 2022",https://www.politifact.com/factchecks/2022/aug/05/rebecca-kleefisch/no-evidence-michels-personally-pushed-gas-tax-incr/
Adam Laxalt,"July 30, 2022","A Democratic bill negotiated between Sens. Joe Manchin and Chuck Schumer would ""increase taxes on millions of Americans across every income bracket.""",half-true,tweet,Federal Budget; Taxes,Louis Jacobson,"August 3, 2022",https://www.politifact.com/factchecks/2022/aug/03/adam-laxalt/gop-claim-tax-hikes-democratic-bill-doesnt-factor-/
Facebook posts,"July 15, 2022","""To date, nobody has been able to show that there is a law for the average American citizen working day in and day out to pay an income tax.""",pants-fire,reel,Taxes; Facebook Fact-checks,Monique Curet,"July 26, 2022",https://www.politifact.com/factchecks/2022/jul/26/facebook-posts/us-laws-support-collection-income-tax/
Joe Biden,"July 6, 2022","The “average federal income tax” paid by the richest Americans is “8%. … If you’re a cop, a teacher, a firefighter, union worker, you probably pay two to three times that.”",false,speech,Taxes,Louis Jacobson,"July 13, 2022",https://www.politifact.com/factchecks/2022/jul/13/joe-biden/joe-bidens-dubious-math-federal-income-tax-burden/
Democratic Party of Wisconsin,"May 2, 2022","Republican politicians are pushing a plan ""that could raise taxes on almost one in three Wisconsinites and sunset Social Security and Medicare in five years.""",mostly-false,News release,Medicare; Social Security; Taxes; Wisconsin,D.L. Davis,"June 15, 2022",https://www.politifact.com/factchecks/2022/jun/15/state-democratic-party-wisconsin/democrats-still-exaggerating-gop-backing-scotts-pl/
Democratic Party of Wisconsin,"April 29, 2022","""The tax carve out (Ron) Johnson spearheaded overwhelmingly benefited the wealthiest, over small businesses.""",true,News release,Wealth; Taxes; Wisconsin,Madeline Heim,"June 7, 2022",https://www.politifact.com/factchecks/2022/jun/07/state-democratic-party-wisconsin/yes-tax-break-ron-johnson-pushed-2017-has-benefite/
Harry Wilson,"May 6, 2022",Lee Zeldin “voted for Cuomo’s Billion Dollar Tax hike and every Cuomo budget.”,half-true,a campaign ad,Taxes; New York,Jill Terreri Ramos,"May 27, 2022",https://www.politifact.com/factchecks/2022/may/27/harry-wilson/wilsons-claim-zeldin-budget-votes-not-fully-accura/
Beto O'Rourke,"April 23, 2022","""Under Greg Abbott, property taxes have gone up $20 billion.""",mostly-true,Instagram post,Housing; Taxes; Texas,Nusaiba Mizan,"May 19, 2022",https://www.politifact.com/factchecks/2022/may/19/beto-orourke/orourke-right-about-estimated-property-tax-revenue/
Facebook posts,"April 9, 2022",“If you earn $100 and pay $33 income tax you’re left with $67. You then buy $67 worth of fuel and in doing so pay a 48% fuel tax (fuel tax = $32.16 + $6.70 GST). This means that the government just got $71.86 tax from your hard earned $100.”,mostly-false,photo on Facebook,Corrections and Updates; Gas Prices; Taxes; Facebook Fact-checks,Sara Swann,"May 6, 2022",https://www.politifact.com/factchecks/2022/may/06/facebook-posts/claim-exaggerates-fuel-tax-rates-australia-and-can/
John Macco,"April 18, 2022","Says Gov. Tony Evers ""wanted to increase your taxes by $1 billion just for heating your homes. Instead, Republicans cut your taxes by more than $2 billion.""",half-true,Twitter,Economy; Housing; Taxes; Wisconsin,Madeline Heim,"May 6, 2022",https://www.politifact.com/factchecks/2022/may/06/john-macco/macco-mostly-right-tax-claim-base-how-evers-sought/
Facebook posts,"April 23, 2022",“Paying taxes is optional!!”,pants-fire,video on Facebook,Taxes; Facebook Fact-checks,Madison Czopek,"May 3, 2022",https://www.politifact.com/factchecks/2022/may/03/facebook-posts/paying-your-taxes-mandatory-not-optional/
Facebook posts,"April 21, 2022",“DeSantis erases Disney’s tax exempt law. Will cost Disney $200 Mil in taxes. Per year!”,false,Facebook post,Taxes; Florida; Facebook Fact-checks,Yacob Reyes,"April 27, 2022",https://www.politifact.com/factchecks/2022/apr/27/facebook-posts/walt-disney-world-was-not-tax-exempt-florida-contr/
Opportunity Wisconsin,"February 21, 2022","""Ron Johnson pushed through a special tax loophole that benefited his own family's business … Then he cashed out of the company for $5 million … (he has) doubled his wealth since taking office.""",half-true,YouTube ad,Economy; Legal Issues; Taxes; Wisconsin,Vanessa Swales,"April 27, 2022",https://www.politifact.com/factchecks/2022/apr/27/opportunity-wisconsin/johnson-benefitted-tax-cut-its-not-loophole/
Mike Gibbons,"April 12, 2022",“J.D. Vance called for higher taxes.”,half-true,ad,Ohio; Taxes; Ad Watch,Tom Kertscher,"April 22, 2022",https://www.politifact.com/factchecks/2022/apr/22/mike-gibbons/senate-race-jd-vances-call-higher-taxes-only-certa/
Rebecca Kleefisch,"March 28, 2022",“As your Lieutenant Governor…I cut your taxes.”,mostly-false,TV ad,Economy; Taxes; Wisconsin,Laura Schulte,"April 13, 2022",https://www.politifact.com/factchecks/2022/apr/13/rebecca-kleefisch/kleefisch-didnt-have-power-cut-taxes-her-own-lieut/
Facebook posts,"March 30, 2022","“Democrat’s New Plan: Tax billionaires to lower the deficit by $1 TRILLION and fund clean energy independence. Republican’s New Plan: Raise taxes on households earning less than $50,000 by an ADDITIONAL $4,500 after CUTTING taxes for the rich.”",mostly-false,Facebook post,National; Taxes; Facebook Fact-checks,Sara Swann,"April 4, 2022",https://www.politifact.com/factchecks/2022/apr/04/facebook-posts/both-parties-tax-proposals-exaggerated-facebook-po/
Wisconsin Manufacturers and Commerce,"March 7, 2022","Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",half-true,TV ad,Gas Prices; Transportation; Taxes; Wisconsin,D.L. Davis,"April 1, 2022",https://www.politifact.com/factchecks/2022/apr/01/wisconsin-manufacturers-and-commerce/ad-claiming-evers-tried-make-us-pay-even-more-pump/
Wisconsin Initiative,"February 23, 2022",“Gov. Tony Evers brought Republicans and Democrats together to cut income taxes for the middle class.”,half-true,TV ad,Bipartisanship; Economy; Taxes; Wisconsin,Madeline Heim,"March 22, 2022",https://www.politifact.com/factchecks/2022/mar/22/wisconsin-initiative/claim-evers-brought-republicans-and-democrats-toge/
Pam Helming,"March 8, 2022","""Almost half of every dollar that we spend on gas, it goes to New York State.""",false,radio interview,Gas Prices; State Budget; Taxes; New York,Jill Terreri Ramos,"March 17, 2022",https://www.politifact.com/factchecks/2022/mar/17/pam-helming/no-new-yorkers-are-not-taxed-almost-half-every-dol/
Bill O'Reilly,"March 15, 2022","“As soon as Biden took office, he eliminated all subsidies for fossil fuels.”",mostly-false,video on his website,Environment; Energy; Federal Budget; Taxes; Facebook Fact-checks; PunditFact,Louis Jacobson,"March 17, 2022",https://www.politifact.com/factchecks/2022/mar/17/bill-oreilly/bill-oreillys-misleading-statement-biden-and-fossi/
Glenn Grothman,"February 3, 2022","Says President Joe Biden ""is trying to send taxpayer dollars to manufacturers overseas that do not abide by the same (carbon emission) standards we do at home.""",half-true,Twitter,Environment; Economy; Trade; Taxes; Wisconsin,D.L. Davis,"March 11, 2022",https://www.politifact.com/factchecks/2022/mar/11/glenn-grothman/despite-made-america-goals-us-tax-dollars-would-go/
Val Demings,"March 6, 2022","""Marco Rubio is following his party bosses, like Rick Scott, with his plan to raise taxes on Florida's working families, retirees and veterans.""",false,ad,Taxes; Florida; Ad Watch,Tom Kertscher,"March 9, 2022",https://www.politifact.com/factchecks/2022/mar/09/val-demings/no-proof-val-demings-claim-marco-rubio-backs-tax-h/
Facebook posts,"February 20, 2022",The IRS is taking money away from people who received unemployment benefits.,mostly-false,Facebook post,Stimulus; Taxes,Jill Terreri Ramos,"March 3, 2022",https://www.politifact.com/factchecks/2022/mar/03/facebook-posts/misleading-post-links-unemployment-benefits-and-re/
Democratic Senatorial Campaign Committee,"January 7, 2022",Sen. Ron Johnson has been “rewarding companies that outsource to China.”,false,ad,China; Jobs; Taxes; Ad Watch; Wisconsin,Tom Kertscher,"February 28, 2022",https://www.politifact.com/factchecks/2022/feb/28/democratic-senatorial-campaign-committee/democratic-groups-false-attack-wis-gop-sen-ron-joh/
Melanie D'Arrigo,"February 6, 2022","“Teachers can only deduct up to $250 for school supplies on their taxes, but billionaires can write off the entire cost of a private jet.”",mostly-true,Tweet,Education; Taxes; New York,Jill Terreri Ramos,"February 18, 2022",https://www.politifact.com/factchecks/2022/feb/18/melanie-darrigo/tax-code-offers-write-offs-some-private-plane-purc/
Joe Manchin,"December 20, 2021","The expanded child tax credit in the Build Back Better Act has “no means testing,” so people making $200,000 and $400,000 would get “the same as someone making” $70,000.",mostly-false,radio interview,West Virginia; National; Families; Federal Budget; Taxes,Jon Greenberg,"December 20, 2021",https://www.politifact.com/factchecks/2021/dec/20/joe-manchin/sen-manchin-wrong-means-testing-child-tax-credit-b/
Lindsey Graham,"December 12, 2021",“The CBO says (the Build Back Better Act) is $3 trillion of deficit spending.”,false,interview on Fox News Sunday,National; Deficit; Federal Budget; Taxes,Jon Greenberg,"December 14, 2021",https://www.politifact.com/factchecks/2021/dec/14/lindsey-graham/sen-grahams-false-claim-about-build-back-better-ad/
Chris Jacobs,"November 19, 2021","“This one here has subsidies for people making as much as $800,000 to be able to buy a Tesla.”",mostly-false,radio interview,Congress; Taxes; New York,Jill Terreri Ramos,"November 26, 2021",https://www.politifact.com/factchecks/2021/nov/26/chris-jacobs/jacobs-overstates-income-eligibility-electric-vehi/
Kevin McCarthy,"November 18, 2021",“If you or your family spends $28 a day — prepare to be under constant audit by the IRS.”,false,prepared remarks for a House floor speech,National; Congress; Taxes,Jon Greenberg,"November 19, 2021",https://www.politifact.com/factchecks/2021/nov/19/kevin-mccarthy/kevin-mccarthy-misleads-about-build-back-better-le/
Kevin McCarthy,"November 18, 2021",“Never in American history has so much been spent at one time. Never in American history will so many taxes be raised and so much borrowing be needed to pay for this reckless spending.”,false,House floor speech,Debt; Deficit; Federal Budget; Taxes,Louis Jacobson,"November 19, 2021",https://www.politifact.com/factchecks/2021/nov/19/kevin-mccarthy/marathon-speech-kevin-mccarthy-makes-dubious-claim/
Gwen Moore,"October 30, 2021","“If you’re a low-wage worker and you’re single and don’t have children, we’re literally taxing you into poverty.""",mostly-true,TV interview,Economy; Poverty; Workers; Taxes; Wisconsin,D.L. Davis,"November 11, 2021",https://www.politifact.com/factchecks/2021/nov/11/gwen-moore/yes-it-possible-low-wage-workers-be-taxed-poverty/
David Gura,"October 27, 2021",“FUN FACT: West Virginia is home to zero billionaires.”,true,tweet,West Virginia; Candidate Biography; Taxes,Emily Zirkelbach,"November 9, 2021",https://www.politifact.com/factchecks/2021/nov/09/david-gura/west-virginia-home-zero-billionaires/
Byron Brown,"September 9, 2021","“Three percent is not a modest tax increase, if you own a $100,000 home in the city of Buffalo, that means an extra $300 a year.”",false,debate,City Government; Taxes; New York,Jill Terreri Ramos,"October 28, 2021",https://www.politifact.com/factchecks/2021/oct/28/byron-brown/brown-overstates-walton-tax-increase/
Candace Owens,"September 9, 2021","“The Biden administration is attempting to empower the IRS to monitor every single withdrawal, deposit, and transaction you make from your personal banking accounts, PayPal, Venmo, etc.""",mostly-false,tweet,National; Financial Regulation; Taxes; Facebook Fact-checks,Samantha Putterman,"October 11, 2021",https://www.politifact.com/factchecks/2021/oct/11/candace-owens/will-irs-track-every-venmo-transaction-fact-checki/
Facebook posts,"September 27, 2021","“Were you aware the $3.5 Trillion Human Infrastructure package includes an animal agriculture tax of $2,600‼️ per head of cattle? $500 for swine!!!""",false,social media posts,Environment; Agriculture; Animals; Corrections and Updates; Taxes,Louis Jacobson,"October 8, 2021",https://www.politifact.com/factchecks/2021/oct/08/facebook-posts/social-media-posts-wrong-about-cow-fart-tax/
