statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Donald Trump,"September 10, 2024","""In Springfield (Ohio), they're eating the dogs, the people that came in, they're eating the cats. They're eating, they're eating the pets of the people that live there.”",pants-fire,at a Sept. 10 presidential debate,Immigration; National; Ohio; Elections,Jeff Cercone,"September 11, 2024",https://www.politifact.com/factchecks/2024/sep/11/donald-trump/trump-repeats-baseless-claims-that-haitian-immigra/
Social Media,"September 6, 2024","Haitian immigrants are eating pets and wildlife in Springfield, Ohio.",false,social media posts,Immigration; Ohio; Facebook Fact-checks,Jeff Cercone,"September 9, 2024",https://www.politifact.com/factchecks/2024/sep/09/social-media/authorities-rebut-claims-that-haitian-immigrants-a/
National Republican Senatorial Committee,"August 28, 2024",Elissa Slotkin “gave your hard-earned tax money to illegal immigrants.”,false,Instagram ad,Immigration; Michigan; 2024 Senate Elections,Caleb McCullough,"September 6, 2024",https://www.politifact.com/factchecks/2024/sep/06/national-republican-senatorial-committee/senate-republicans-ad-claiming-elissa-slotkin-gave/
X posts,"September 3, 2024",A group of 32 armed Venezuelans took over an apartment building in Chicago.,false,X posts,Immigration; Fake news; Illinois,Sofia Ahmed,"September 6, 2024",https://www.politifact.com/factchecks/2024/sep/06/tweets/reports-about-32-venezuelan-armed-migrants-taking/
JD Vance,"August 25, 2024","A zero-tolerance policy during the Trump administration ""led to less family separation than under Kamala Harris' border policies.”",false,"interview on NBC's ""Meet the Press""",Immigration; National; Elections,Amy Sherman,"September 4, 2024",https://www.politifact.com/factchecks/2024/sep/04/jd-vance/jd-vances-faulty-comparison-of-trump-harris-on-chi/
Social Media,"August 29, 2024","“BREAKING: Illegal Aliens in San Diego, California, tried to hijack 2 school buses filled with children.”",false,post on Instagram,Immigration; Children; Education; Facebook Fact-checks,Madison Czopek,"September 4, 2024",https://www.politifact.com/factchecks/2024/sep/04/social-media/fact-checking-the-false-claim-that-migrants-tried/
Bernie Moreno,"August 20, 2024","U.S. Sen. Sherrod Brown voted to “give illegals taxpayer funded stimulus checks, health care, even Social Security.""",false,campaign ad,Immigration; Ohio; 2024 Senate Elections,Seth A. Richardson,"September 4, 2024",https://www.politifact.com/factchecks/2024/sep/04/bernie-moreno/bernie-moreno-misleads-on-sherrod-brown-votes-for/
X posts,"August 29, 2024",Nine Americans died from a listeria outbreak after Boar’s Head brand meat prioritized hiring “refugees” in Virginia.,false,X post,Immigration; Food Safety; Public Health,Sofia Ahmed,"September 3, 2024",https://www.politifact.com/factchecks/2024/sep/03/tweets/no-refugees-did-not-cause-a-deadly-boars-head-list/
Mike Rogers,"August 27, 2024",Rep. Elissa Slotkin “voted recently to let illegals vote in U.S. elections.”,false,campaign rally,Immigration; Michigan; 2024 Senate Elections,Caleb McCullough,"September 3, 2024",https://www.politifact.com/factchecks/2024/sep/03/mike-rogers/michigan-republican-surfaces-inaccurate-claim-abou/
Rick Scott,"August 28, 2024","“This month alone, more than 16,000 non-citizens have been removed from the voter rolls in 3 states.”",half-true,post on X,Immigration; National; Elections; Texas,Samantha Putterman,"August 29, 2024",https://www.politifact.com/factchecks/2024/aug/29/rick-scott/sen-rick-scott-said-3-states-removed-thousands-of/
JD Vance,"August 16, 2024","“Kamala Harris wants to give $25,000 to illegal aliens to buy American homes.”",false,post on X,Immigration; Elections; Housing,Madison Czopek,"August 22, 2024",https://www.politifact.com/factchecks/2024/aug/22/jd-vance/jd-vances-false-claim-that-harris-wants-to-give-im/
Byron Donalds,"August 6, 2024","""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""",true,interview,Immigration; Florida,Maria Briceño,"August 9, 2024",https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/yes-tim-walz-signed-a-law-letting-immigrants-illeg/
Lindsey Graham,"August 6, 2024",Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,mostly-true,X post,Immigration; Education,Maria Ramirez Uribe,"August 9, 2024",https://www.politifact.com/factchecks/2024/aug/09/lindsey-graham/gov-tim-walz-signed-law-giving-some-minnesota-stud/
Donald Trump,"July 24, 2024",Vice President Kamala Harris “endorsed free taxpayer-funded government health care for all illegal aliens.”,mostly-false,speech at a rally,Immigration; Health Care; Public Health; Health Check,Stephanie Armour,"July 31, 2024",https://www.politifact.com/factchecks/2024/jul/31/donald-trump/gop-charge-that-kamala-harris-backed-taxpayer-fund/
Donald Trump,"July 24, 2024",Kamala Harris “supported abolishing ICE.”,false,rally,Immigration; National; Elections; North Carolina,Amy Sherman,"July 29, 2024",https://www.politifact.com/factchecks/2024/jul/29/donald-trump/fact-checking-donald-trumps-misleading-statement-t/
Republican National Committee,"July 22, 2024","President Joe Biden appointed ""Kamala Harris to be his border czar to deal with illegal immigration … Harris was put in charge of stopping illegal immigration.""",mostly-false,video,Immigration; Border Security,Maria Ramirez Uribe,"July 24, 2024",https://www.politifact.com/factchecks/2024/jul/24/republican-national-committee-republican/border-czar-kamala-harris-assigned-to-tackle-immig/
Kari Lake,"July 16, 2024","“Just last week, Ruben Gallego voted to let the millions of people who poured into our country illegally cast a ballot in this upcoming election.”",false,a speech at RNC,Immigration; National; Elections; Crime; Arizona; 2024 Senate Elections,Amy Sherman,"July 17, 2024",https://www.politifact.com/factchecks/2024/jul/17/kari-lake/rnc-night-2-kari-lakes-false-claim-that-gallego-vo/
Michael McCaul,"June 30, 2024","“(Homeland Security Secretary Alejandro) Mayorkas said, ‘Hey you don’t have to detain aggravated felons,’ those are rapists, child predators, you know, murderers.”",mostly-false,interview,Immigration; Border Security; Texas,Maria Ramirez Uribe,"July 11, 2024",https://www.politifact.com/factchecks/2024/jul/11/michael-mccaul/were-immigration-agents-told-not-to-detain-aggrava/
Juneau County Wisconsin Republicans .,"June 25, 2024",“Planes full of unvetted ‘refugees’ are being accepted at the Milw. & Madison airports!”,pants-fire,Facebook post,Immigration; Border Security; Legal Issues; Wisconsin,Sophie Carson,"July 3, 2024",https://www.politifact.com/factchecks/2024/jul/03/juneau-county-wisconsin-republicans/juneau-county-republicans-falsely-claim-planes-ful/
Robert F. Kennedy Jr.,"June 27, 2024","Border Patrol agents take migrants ""to the Yuma airport, put them on a plane to any destination they want. ... And they pay their ticket. And then they get reimbursement from FEMA.""",false,X livestream,Immigration; Border Security,Maria Ramirez Uribe,"July 3, 2024",https://www.politifact.com/factchecks/2024/jul/03/robert-f-kennedy-jr/border-patrol-does-not-pay-for-migrants-flights-de/
Donald Trump,"June 6, 2024",Joe Biden’s immigration order limiting asylum is “pro-child trafficking.”,false,campaign rally,Immigration; Border Security,Maria Ramirez Uribe,"June 20, 2024",https://www.politifact.com/factchecks/2024/jun/20/donald-trump/president-joe-bidens-border-policy-is-not-pro-chil/
Donald Trump,"May 31, 2024","“Congo, Africa, just released a lot of people, a lot of people from their prisons and jails and brought them into the United States of America.”",pants-fire,remarks to reporters,Immigration; National; Elections,Maria Ramirez Uribe,"June 12, 2024",https://www.politifact.com/factchecks/2024/jun/12/donald-trump/no-evidence-for-donald-trumps-claim-that-congo-is/
Marco Rubio,"May 19, 2024","The number of people in the U.S. illegally is “upwards of 20, 25, maybe 30 million.”",false,interview,Immigration; Border Security; Florida,Maria Ramirez Uribe,"June 11, 2024",https://www.politifact.com/factchecks/2024/jun/11/marco-rubio/there-arent-20-million-to-30-million-immigrants-in/
Eric Swalwell,"June 9, 2024",Says Sen. Lindsey Graham said a newly elected Donald Trump “will round up and deport LEGAL immigrants.”,false,post on X,Immigration; Ask PolitiFact,Louis Jacobson,"June 10, 2024",https://www.politifact.com/factchecks/2024/jun/10/eric-swalwell/eric-swalwell-misquotes-lindsey-graham-on-donald-t/
Donald Trump,"May 29, 2024","Joe Biden “is letting millions of people from jails, from prisons, from insane asylums, from mental institutions, drug dealers pour in.”",pants-fire,comments to reporters,Immigration; National; Elections; Crime,Maria Ramirez Uribe,"June 6, 2024",https://www.politifact.com/factchecks/2024/jun/06/donald-trump/fact-check-trumps-ridiculous-claim-that-millions-o/
Joe Biden,"June 4, 2024","“Due to the arrangements that I've reached with (Mexico) President Obrador, the number of migrants coming … to our shared border unlawfully in recent months has dropped dramatically.”",mostly-true,speech,Immigration; National; Elections; Foreign Policy,Samantha Putterman,"June 5, 2024",https://www.politifact.com/factchecks/2024/jun/05/joe-biden/us-mexico-border-crossings-are-down-as-joe-biden-s/
Mike Johnson,"May 8, 2024",“The millions (of immigrants) that have been paroled can simply go to their local welfare office or the DMV and register to vote.”,false,press conference,Immigration; Elections,Maria Ramirez Uribe,"May 20, 2024",https://www.politifact.com/factchecks/2024/may/20/mike-johnson/mike-johnsons-false-claim-that-immigrants-paroled/
MAGA Inc,"April 25, 2024",President Joe Biden is paying rent for immigrants illegally in the country.,false,ad,Immigration; Housing; Michigan,Maria Ramirez Uribe,"May 9, 2024",https://www.politifact.com/factchecks/2024/may/09/maga-inc/no-the-biden-administration-isnt-paying-rent-for-i/
Rick Scott,"May 4, 2024",“Joe Biden flew hundreds of thousands of illegals into Florida last year.”,false,X post,Immigration; Corrections and Updates; Florida,Maria Ramirez Uribe,"May 9, 2024",https://www.politifact.com/factchecks/2024/may/09/rick-scott/biden-isnt-flying-migrants-to-florida-people-pay-f/
Greg Steube,"April 14, 2024","Immigrants in the country illegally cost “Florida taxpayers $566 million for 54,000 hospital visits.”",mostly-false,X post,Immigration; Health Care; Florida,Maria Ramirez Uribe,"May 2, 2024",https://www.politifact.com/factchecks/2024/may/02/greg-steube/did-the-health-care-of-immigrants-illegally-in-the/
Instagram posts,"April 2, 2024","Says 326,000 migrants were flown to Florida with taxpayer dollars under President Joe Biden’s secret migrant flight program.",false,Instagram post,Immigration; Florida; Facebook Fact-checks,Sofia Ahmed,"April 12, 2024",https://www.politifact.com/factchecks/2024/apr/12/instagram-posts/migrants-were-not-secretly-flown-to-florida-with-t/
Donald Trump,"April 2, 2024","""Crime is down in Venezuela by 67% because they're taking their gangs and their criminals and depositing them very nicely into the United States.”",false,speech,Immigration; Crime,Maria Ramirez Uribe,"April 10, 2024",https://www.politifact.com/factchecks/2024/apr/10/donald-trump/donald-trump-exaggerates-venezuelan-crime-drop-and/
Instagram posts,"March 29, 2024",The FBI admitted that Venezuela emptied its prisons and sent the inmates to the U.S.,false,Instagram post,Immigration; Homeland Security; Crime; Facebook Fact-checks,Sofia Ahmed,"April 4, 2024",https://www.politifact.com/factchecks/2024/apr/04/instagram-posts/no-the-fbi-did-not-say-venezuela-sent-its-prison-p/
Instagram posts,"April 1, 2024","Texas found that 95,000 noncitizens were registered to vote.",false,Instagram post,Immigration; Elections; Facebook Fact-checks; Texas,Sofia Ahmed,"April 4, 2024",https://www.politifact.com/factchecks/2024/apr/04/instagram-posts/five-years-later-texas-never-found-voter-registrat/
Kathy Hochul,"February 22, 2024","In New York, there are no barriers to law enforcement to work with the federal government on immigration laws, and there are 100 crimes where migrants can be handed over.",mostly-false,interview,Immigration; New York,Jill Terreri Ramos,"March 29, 2024",https://www.politifact.com/factchecks/2024/mar/29/kathy-hochul/patchwork-of-laws-and-edicts-limit-cooperation-bet/
Matt Maddock,"March 27, 2024","“Three busses just loaded up with illegal invaders at Detroit Metro"" airport.",pants-fire,post on X,Immigration; Sports,Maria Ramirez Uribe,"March 29, 2024",https://www.politifact.com/factchecks/2024/mar/29/matt-maddock/three-busses-just-loaded-up-with-illegal-invaders/
JD Vance,"March 14, 2024",Says “100% of net job creation under the Biden administration has gone to the foreign-born.”,mostly-false,interview with Fox News,Immigration; Corrections and Updates; Economy; Jobs; Race and Ethnicity,Louis Jacobson,"March 27, 2024",https://www.politifact.com/factchecks/2024/mar/27/jd-vance/is-vance-right-that-native-born-Americans/
