statement_originator,statement_date,statement,verdict,statement_source,tags,factchecker,factcheck_date,factcheck_analysis_link
Facebook posts,"February 11, 2021",Says Nabisco is closing plants in Georgia and New Jersey and “moving to Mexico” because of Biden’s election.,false,Facebook post,Food; Jobs; Facebook Fact-checks,Madison Czopek,"February 15, 2021",https://www.politifact.com/factchecks/2021/feb/15/facebook-posts/nabisco-plant-closures-arent-linked-biden-win-wont/
Kevin McCarthy,"February 9, 2021",Raising the national minimum wage to $15 per hour “would destroy up to 3.7 million jobs.”,false,press release,Economy; Jobs; California,Chris Nichols,"February 11, 2021",https://www.politifact.com/factchecks/2021/feb/11/kevin-mccarthy/gop-house-leader-kevin-mccarthy-distorts-job-loss-/
Jim Steineke,"January 17, 2021",Gov. Tony Evers “has the authority and revenue necessary” to upgrade the Wisconsin unemployment system without the Legislature.,mostly-false,TV interview,Economy; Jobs; Coronavirus; Wisconsin,Eric Litke,"February 3, 2021",https://www.politifact.com/factchecks/2021/feb/03/jim-steineke/no-evers-cannot-unilaterally-ok-new-unemployment-s/
Tony Evers,"January 12, 2021","""The Legislature spent the last decade passing laws deliberately making it even harder for people to access these critical supports when they need it most, exacerbating the problems with our already-outdated system.”",half-true,Speech,Economy; Families; Jobs; States; Wisconsin,Laura Schulte,"February 2, 2021",https://www.politifact.com/factchecks/2021/feb/02/tony-evers/evers-right-unemployment-benefits-harder-access-go/
Kevin Brady,"January 22, 2021","Says that Biden’s ban on new federal leases will kill 120,000 Texas jobs.",half-true,tweet,Climate Change; Jobs; Texas,Brandon Mulder,"January 29, 2021",https://www.politifact.com/factchecks/2021/jan/29/kevin-brady/texas-rep-misses-distinction-between-new-and-exist/
Jennifer Boysko,"January 18, 2021","“The United States is the only industrialized, modernized country that does not already have a paid family medical leave program in place.”",true,committee debate.,Families; Jobs; Women; Virginia,Warren Fiske,"January 28, 2021",https://www.politifact.com/factchecks/2021/jan/28/jennifer-boysko/us-only-industrialized-nation-no-paid-family-leave/
Facebook posts,"January 20, 2021","""By revoking the Keystone pipeline permit, Biden is destroying 11,000 jobs.”",half-true,image,Energy; Jobs; Facebook Fact-checks,Daniel Funke,"January 21, 2021",https://www.politifact.com/factchecks/2021/jan/21/facebook-posts/how-bidens-executive-order-halting-keystone-xl-pip/
Sarah Godlewski,"January 9, 2021","“It wasn’t all women that lost jobs (in the December jobs report), it was mostly Black and Latina women. In fact, white women gained employment.”",true,Twitter,Economy; Jobs; Women; Wisconsin,Nusaiba Mizan,"January 15, 2021",https://www.politifact.com/factchecks/2021/jan/15/sarah-godlewski/black-and-latina-women-carried-brunt-job-loss-dece/
Kim Reynolds,"January 7, 2021","Before COVID-19,  “more Iowans (were) working than at any other time in our state history.""",true,news conference,Economy; Jobs; Iowa,Sarah Watson,"January 11, 2021",https://www.politifact.com/factchecks/2021/jan/11/kim-reynolds/pre-pandemic-iowa-had-largest-workforce-state-hist/
Vicky Hartzler,"November 6, 2020",Unemployment report shows “America is bouncing back.”,mostly-true,tweet,Economy; Jobs; Missouri,Veronica Mohesky,"November 18, 2020",https://www.politifact.com/factchecks/2020/nov/18/vicky-hartzler/hartzlers-right-theres-some-bounce-labor-report/
Donald Trump,"October 17, 2020","Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic.""",false,interview,Jobs; Wisconsin,Eric Litke,"October 23, 2020",https://www.politifact.com/factchecks/2020/oct/23/donald-trump/trump-wrong-blame-pandemic-foxconn-struggles/
Mike Pence,"October 11, 2020","Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.""",false,news release,Economy; Jobs; Coronavirus; Wisconsin,Nusaiba Mizan,"October 20, 2020",https://www.politifact.com/factchecks/2020/oct/20/mike-pence/pence-uses-outdated-numbers-tout-wisconsin-job-gai/
Donald Trump,"September 29, 2020","Before the coronavirus pandemic, the United States had “the greatest economy in the history of our country.”",false,first presidential debate,Economy; Jobs,Louis Jacobson,"October 1, 2020",https://www.politifact.com/factchecks/2020/oct/01/donald-trump/donald-trumps-dubious-statement-about-presiding-ov/
Donald Trump,"September 29, 2020","In manufacturing, ""I brought back 700,000 jobs. (Obama and Biden) brought back nothing.""",false,first presidential debate,Economy; Jobs,Louis Jacobson,"September 30, 2020",https://www.politifact.com/factchecks/2020/sep/30/donald-trump/during-debate-donald-trump-overstates-manufacturin/
Joe Biden,"September 18, 2020","Says Donald Trump is “the worst jobs president in recorded history.""",half-true,video,Economy; Jobs,Louis Jacobson,"September 24, 2020",https://www.politifact.com/factchecks/2020/sep/24/joe-biden/donald-trump-worst-jobs-president-recorded-history/
Joe Biden,"September 7, 2020",Says Donald Trump “let federal contractors double offshoring jobs in his first 18 months in office.”,half-true,Labor Day event,National; Jobs,Jon Greenberg,"September 14, 2020",https://www.politifact.com/factchecks/2020/sep/14/joe-biden/joe-bidens-offshoring-attack-donald-trump-needs-co/
Donald Trump,"September 10, 2020","""After the last administration nearly killed the US auto industry, I saved the U.S. auto industry ... We brought you a lot of car plants… (and Japan) “announced five car companies are coming to Michigan.”",false,speech at a rally,National; Jobs; Michigan,Jon Greenberg,"September 11, 2020",https://www.politifact.com/factchecks/2020/sep/11/donald-trump/trumps-michigan-car-industry-claims-veer-course/
Bill Clinton,"August 18, 2020",The United States is “the only major industrial economy to have its unemployment rate triple” since the coronavirus pandemic began.,mostly-true,Democratic convention speech,Corrections and Updates; Economy; Jobs; Coronavirus,Louis Jacobson,"August 19, 2020",https://www.politifact.com/factchecks/2020/aug/19/bill-clinton/bill-clinton-mostly-accurate-international-unemplo/
Wisconsin Trump Victory,"August 12, 2020","Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",false,email,National; Energy; Jobs; Wisconsin,Laura Schulte,"August 18, 2020",https://www.politifact.com/factchecks/2020/aug/18/trump-victory-wisconsin/no-joe-biden-doesnt-want-ban-fracking-and-kill-wis/
Mike Pence,"July 29, 2020","The Trump administration “added over 209,000 jobs, including 16,000 new manufacturing jobs, to Pennsylvania over the last three years.",false,email,National; Jobs; Pennsylvania,Jessica Calefati,"August 14, 2020",https://www.politifact.com/factchecks/2020/aug/14/mike-pence/has-pennsylvania-added-thousands-manufacturing-job/
Ron Johnson,"August 2, 2020","“Depending on which study you look at, either 68% or 5 out of 6 individuals ... are making more on unemployment than they did on the job.”",mostly-true,TV interview,National; Economy; Federal Budget; Jobs; Wisconsin,Nusaiba Mizan,"August 13, 2020",https://www.politifact.com/factchecks/2020/aug/13/ron-johnson/johnsons-claim-some-earn-more-unemployment-working/
Democratic Party of Wisconsin,"August 2, 2020",“34% of Wisconsin renters are at risk of eviction.”,mostly-true,tweet,Economy; Housing; Jobs; Wisconsin,D.L. Davis,"August 12, 2020",https://www.politifact.com/factchecks/2020/aug/12/state-democratic-party-wisconsin/yes-high-percentage-wisconsin-renters-are-risk-evi/
Joe Biden,"July 22, 2020",“McDonald’s (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.”,false,SEIU roundtable discussion,National; Jobs,Jon Greenberg,"July 28, 2020",https://www.politifact.com/factchecks/2020/jul/28/joe-biden/biden-wrong-mcdonalds-workers-cant-jump-competing-/
Donald Trump,"July 21, 2020",“We're setting record job numbers.”,mostly-false,White House briefing,Economy; Jobs,Louis Jacobson,"July 24, 2020",https://www.politifact.com/factchecks/2020/jul/24/donald-trump/unpacking-donald-trumps-statement-record-job-numbe/
Chris Kapenga,"June 21, 2020",The Tony Evers administration is wrong to blame old computer software being used to process unemployment claims; it “has nothing to do with” the backlog.,half-true,radio interview,Jobs; States; Wisconsin,Laura Schulte,"July 3, 2020",https://www.politifact.com/factchecks/2020/jul/03/chris-kapanga/did-software-cause-wisconsins-unemployment-backlog/
Robin Vos,"June 9, 2020",Wisconsin was the last state to start paying COVID-related federal unemployment benefits.,mostly-true,Facebook post,Jobs; States; Wisconsin,Laura Schulte,"June 30, 2020",https://www.politifact.com/factchecks/2020/jun/30/robin-vos/vos-mostly-right-claim-wisconsin-was-last-state-pa/
Facebook posts,"May 6, 2020","Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”",mostly-false,Facebook post,Jobs; Facebook Fact-checks; Coronavirus,Tom Kertscher,"May 26, 2020",https://www.politifact.com/factchecks/2020/may/26/facebook-posts/minnesota-doesnt-have-highest-unemployment-rate-us/
Don Pridemore,"April 24, 2020",Says Gov. Tony Evers “has never had a real job.”,false,interview,Jobs; States; Wisconsin,D.L. Davis,"May 8, 2020",https://www.politifact.com/factchecks/2020/may/08/don-pridemore/gop-state-senate-candidate-base-claim-wisconsin-go/
Mun Choi,"February 25, 2020","“The facility (NextGen Precision Health Institute) construction alone will bring 3,400 jobs and $472 million in revenue to Missouri.”",mostly-true,email update,Education; Jobs; Technology,Julia Garlich,"April 24, 2020",https://www.politifact.com/factchecks/2020/apr/24/mun-choi/um-system-president-rates-mostly-true-claim-about-/
Public Citizen,"April 4, 2020","Says 3.5 million U.S. citizens lost their employer-tied health insurance in March, while zero lost their coverage in 20 other large nations combined.",mostly-true,tweet,Health Care; Jobs; Wisconsin,Madeline Heim,"April 16, 2020",https://www.politifact.com/factchecks/2020/apr/16/public-citizen/yes-millions-us-have-lost-job-related-health-insur/
Facebook posts,"April 1, 2020","“Non-essential people get to file for unemployment and make two to three times more than normal,” but essential workers still on the job get no pay raise.",half-true,Facebook post,Income; Jobs; Facebook Fact-checks; Coronavirus,Tom Kertscher,"April 8, 2020",https://www.politifact.com/factchecks/2020/apr/08/facebook-posts/only-few-get-unemployment-pay-raise/
Facebook posts,"March 29, 2020","“Unemployment now pays $24/hour, even if your wages were lower. Why don’t ‘essential’ people forced to still work get $24, too?”",half-true,Facebook post,Economy; Jobs; Public Health; Facebook Fact-checks; Coronavirus,Tom Kertscher,"April 6, 2020",https://www.politifact.com/factchecks/2020/apr/06/facebook-posts/big-boost-unemployment-checks-no-pay-hike-workers/
Facebook posts,"March 27, 2020","Shows a waitress saying, ""I lost my job. But I'll sleep better knowing” that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries: “Thanks, Democrats”",mostly-false,social media,Federal Budget; Jobs; Public Health; Workers; Coronavirus,Louis Jacobson,"March 31, 2020",https://www.politifact.com/factchecks/2020/mar/31/facebook-posts/facebook-post-shortchanges-relief-bills-assistance/
Mike Parson,"February 14, 2020","“Right now we have over 40,000 new jobs in a little over 18 months” in Missouri.",false,speech,Economy; Jobs; Missouri,Jack Kosowski,"March 16, 2020",https://www.politifact.com/factchecks/2020/mar/16/mike-parson/did-mike-parson-create-40000-jobs-he-took-office/
Gwen Moore,"February 14, 2020","Says President Donald “Trump promised 13,000 new jobs to the people of #Wisconsin. 3 years later, we’re still waiting…”",half-true,tweet,Jobs; Wisconsin,Eric Litke,"March 11, 2020",https://www.politifact.com/factchecks/2020/mar/11/gwen-moore/foxconn-progress-slow-gwen-moore-wrong-expecting-1/
Bernie Sanders,"March 8, 2020","“Trade agreements like NAFTA and permanent normal trade relations with China, which forced American workers to compete against people making pennies an hour, has resulted in the loss of 160,000 jobs here in Michigan.""",mostly-true,"interview on NBC's ""Meet the Press""",National; Jobs; Trade,Jon Greenberg,"March 10, 2020",https://www.politifact.com/factchecks/2020/mar/10/bernie-sanders/sanders-correct-nafta-china-trade-cost-thousands-j/
Cheri Toalson Reisch,"February 1, 2020","“In Boone County (Missouri) with a 1.7% unemployment rate, we can’t find enough people, we can’t fill all the job openings.”",mostly-true,House Special Committee hearing on Criminal Justice,Economy; Jobs; Workers; Missouri,Sean Na,"March 10, 2020",https://www.politifact.com/factchecks/2020/mar/10/cheri-toalson-reisch/reisch-says-low-unemployment-rate-isnt-always-good/
Glenn Grothman,"January 16, 2020","""In #WI, over 44,000 jobs depend on trade with Mexico and Canada.""",half-true,tweet,Economy; Jobs; Trade; Wisconsin,D.L. Davis,"February 26, 2020",https://www.politifact.com/factchecks/2020/feb/26/glenn-grothman/wisconsin-lawmakers-jobs-claim-comes-short-one-wor/
Pete Buttigieg,"February 22, 2020","Says Bernie Sanders would “go beyond reform and reorder the economy in ways most Democrats — let alone most Americans — don’t support.""",mostly-false,speech,Environment; Economy; Energy; Families; Financial Regulation; Health Care; Jobs; Workers; Vermont,Louis Jacobson,"February 25, 2020",https://www.politifact.com/factchecks/2020/feb/25/pete-buttigieg/polls-show-most-democrats-many-americans-back-key-/
Donald Trump,"January 14, 2020",“Very close to 160 million people are now working in the United States. Nobody's ever even come close to that number.”,mostly-true,public forum,Economy; Jobs; Workers; Wisconsin,Haley BeMiller,"February 7, 2020",https://www.politifact.com/factchecks/2020/feb/07/donald-trump/president-trump-scores-claim-number-us-workers/
